#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	Result	Control	Discipline	Comment
# Updated 2023 Jun 05 04:17:39
S29503	2006-045A	Progress M-58	2006 Oct 23 	2007 Mar 28	2007 Mar 28	2007 Mar 28	-	Progress M	-	-	M	C	SS	RU	ST/SG/SER.E/504	   88.7 	     193	     256	 51.7 	S	TsUP	-	-
S29505	2006-046A	SJ-6C	2006 Oct 23 	2019	2019?	2020?	-	SJ-6B	-	-	M	D	SIG	CN	ST/SG/SER.E/566	   96.0 	     600	     600	 98.0 	S	Xian	-	-
S29506	2006-046B	SJ-6D	2006 Oct 23 	2006 Nov	2020?	2020?	-	SJ-6A	-	-	-	D	SIG	CN	ST/SG/SER.E/566	   96.0 	     600	     600	 98.0 	S	Xian	-	-
S29510	2006-047A	STEREO A	2006 Oct 26 	2022 Sep	*	*	E	SOLTP	-	-	M	C	SCI/PLAN	US	ST/SG/SER.E/506	   87.8 	     166	     170	 28.5 	S	APL	P/F	Solar wind observatory
S29511	2006-047B	STEREO B	2006 Oct 26 	2014 Oct  1	2014 Oct  1	2014 Oct  1	-	SOLTP	-	-	M	C	SCI/PLAN	US	ST/SG/SER.E/506	  119.8 	     166	    3180	 28.5 	S	APL	P/F	Solar wind observatory
S29516	2006-048A	Xinnuo-2	2006 Oct 28 	2009 Nov	2008 Jun	2009 Nov 29	-	Sinosat	-	-	M	C	COM	CN	ST/SG/SER.E/566	-	-	-	-	S	Sinosat/Beijing	-	Comms satellite, failed to operate correctly.
S29520	2006-049A	XM-4	2006 Oct 30 	2023 Jan 17	*	*	-	XM Radio	-	-	M	B	COM	US	ST/SG/SER.E/506	  656.4 	    1260	   36024	  0.1 	S	-	-	-
S29522	2006-050A	DMSP 5D-3 F17	2006 Nov  4 	2023 Feb	*	*	-	DMSP 5D-3	-	-	-	D	MET	US	ST/SG/SER.E/506	  101.8 	     845	     868	 98.8 	S	NOAA	-	-
S29526	2006-051A	[Arabsat 4A]	2006 Nov  8 	2023 Feb  5	*	*	-	Arabsat	-	-	M	B	COM	[I-ARAB]	-	-	-	-	-	N	-	-	-
S29601	2006-052A	Navstar 59 (USA 192)	2006 Nov 17 	2023 Feb  5	*	*	-	GPS IIRM	-	-	M	D	NAV	US	ST/SG/SER.E/506	  717.9 	   20088	   20277	 55.0 	S	CSOC/Schriever	-	Global Positioning System navigation satellite.
S29640	2006-053A	FY-2D	2006 Dec  8 	2019 Jan 25	2019 Jan 25	2019 Jan 25	-	FY-2	-	-	M	C	MET	CN	ST/SG/SER.E/566	-	-	-	-	S	Xi'an	-	-
S29643	2006-054A	WildBlue 1	2006 Dec  8 	2023 Feb  5	*	*	-	WildBlue	-	-	M	B	COM	US	ST/SG/SER.E/514	  636.8 	     307	   35978	  2.3 	S	-	-	-
S29644	2006-054B	AMC 18	2006 Dec  8 	2023 Feb  5	*	*	-	AMC	-	-	M	B	COM	UK	ST/SG/SER.E/554	  644.1 	     294	   35909	  1.8 	S	-	-	-
S29647	2006-055A	STS-116	2006 Dec 10 	2006 Dec 22	2006 Dec 22	2006 Dec 22 2232	-	STS	-	-	M	C	SS	US	ST/SG/SER.E/514	   89.3 	     228	     254	 51.6 	S	-	-	-
S29648	2006-056A	MEASAT-3	2006 Dec 11 	2021 Aug 30	2021 Jun 21	2021 Sep 10	-	Measat	-	-	M	B	COM	MY	A/AC.105/INF.415	 1437.6 	   35788	   35788	  0.0 	S	-	-	-
S29651	2006-057A	USA 193	2006 Dec 14 	2006 Dec 14	2006 Dec 15?	2006 Dec 15?	-	NRO Tech	-	-	M	D	TECH*	US	ST/SG/SER.E/514	   91.8 	     355	     367	 58.5 	F	-	-	-
S29653	2006-058A	TacSat 2	2006 Dec 16 	2007 Dec	2007 Dec 21	2007 Dec 21	-	ORS Tacsat	-	-	M	D	IMG	US	ST/SG/SER.E/514	   93.0 	     418	     426	 40.0 	S	-	-	-
S29655	2006-058C	GeneSat	2006 Dec 16 	2008 Jan	2010 Aug  4	2010 Aug  4	-	Ames	-	-	-	C	BIO	US	ST/SG/SER.E/514	   92.9 	     418	     424	 40.0 	S	-	BIO	Life sciences experiment
S29656	2006-059A	ETS-VIII "Kiku VIII"	2006 Dec 18 	2016 Dec 24	2016 Dec 24?	2017 Jan 10	-	ETS	-	-	M	C	COM	J	ST/SG/SER.E/510	 1436.0 	   35775	   35796	  0.1 	S	-	-	-
S29658	2006-060A	SAR-Lupe SL 1	2006 Dec 19 	2022 Dec	*	*	-	SAR-Lupe	-	-	M	D	IMG-R	D	ST/SG/SER.E/526	   94.4 	     468	     510	 98.2 	S	GSOC	-	-
S29660	2006-055B	MEPSI	2006 Dec 21 	2006 Dec 23	2006 Dec 23	2006 Dec 23	-	MEPSI	-	-	-	D	TECH	US	ST/SG/SER.E/514	   89.3 	     228	     254	 51.6 	S	-	-	-
S29661	2006-055C	RAFT	2006 Dec 21 	2007 May 30	2007 May 30	2007 May 30	-	USNA	-	-	-	D	CAL	US	ST/SG/SER.E/514	   89.3 	     228	     254	 51.6 	S	-	-	-
S29662	2006-055D	MARScom	2006 Dec 21 	2007 May  6	2007 May  6	2007 May  6	-	USNA	-	-	-	D	COM	US	ST/SG/SER.E/514	   89.3 	     228	     254	 51.6 	S	-	-	-
S29664	2006-055F	ANDE MAA Sphere 1	2006 Dec 21 	2007 Dec 25	2007 Dec 25	2007 Dec 25	-	ANDE	-	-	-	D	SCI	US	ST/SG/SER.E/514	   89.3 	     228	     254	 51.6 	S	-	ATM	Atm. density study
S29667	2006-055J	ANDE FCAL Sphere 2	2006 Dec 21 	2008 May 25	2008 May 25	2008 May 25	-	ANDE	-	-	-	D	CAL	US	ST/SG/SER.E/514	   89.3 	     228	     254	 51.6 	S	-	-	-
S29668	2006-061A	Meridian	2006 Dec 24 	2019 Nov	2019 Nov	2019 Nov	-	Meridian	-	-	M	D	COM	RU	ST/SG/SER.E/507	  727.0 	    1008	   39818	 62.5 	S	-	-	-
S29670	2006-062A	Cosmos-2424	2006 Dec 25 	2017 Feb	2017 Jun 26	2017 Jun 26	-	Uragan-M	-	-	M	D	NAV	RU	ST/SG/SER.E/507	  674.8 	   19086	   19136	 64.5 	S	-	-	-
S29671	2006-062B	Cosmos-2425	2006 Dec 25 	2017 Feb	2021 Jul 20	2021 Jul 20	-	Uragan-M	-	-	M	D	NAV	RU	ST/SG/SER.E/507	  674.8 	   19086	   19136	 64.5 	S	-	-	-
S29672	2006-062C	Cosmos-2426	2006 Dec 25 	2017 Feb	2018 Dec	2019 Jan	-	Uragan-M	-	-	M	D	NAV	RU	ST/SG/SER.E/507	  674.8 	   19086	   19136	 64.5 	S	-	-	-
S29678	2006-063A	COROT	2006 Dec 27 	2013 Jan	2012 Nov  2	2014 Jun 17	-	Proteus	-	-	-	C	AST	F	ST/SG/SER.E/521	  103.0 	     895	     906	 90.0 	S	-	OA*	Exoplanet search
S29709	2007-001A	LAPAN-TUBSat	2007 Jan 10 	2022 Jan	2015?	2022?	-	Tubsat	-	-	-	C	IMG	ID	ST/SG/SER.E/793	   97.0 	     630	     630	 97.9 	S	-	-	-
S29710	2007-001B	Cartosat-2	2007 Jan 10 	2020 Oct  6	2019 Aug 13	2020 Oct  6?	-	Cartosat	-	-	M	C	IMG	IN	ST/SG/SER.E/508	   97.4 	     630	     638	 97.9 	S	-	-	-
S29711	2007-001C	SRE-1	2007 Jan 10 	2007 Jan 22	2007 Jan 22	2007 Jan 22 0416	-	Gagan	-	-	D	C	TECH	IN	ST/SG/SER.E/508	   97.4 	     624	     637	 97.9 	S	-	-	-
S29712	2007-001D	[PEHUENSAT 1]	2007 Jan 10 	2007?	2007?	2007?	-	AMSAT-LU	-	-	-	A	COM	[AR]	-	-	-	-	-	S	-	-	-
S29714	2007-002A	Progress M-59	2007 Jan 18 	2007 Aug  1	2007 Aug  1	2007 Aug  1	-	Progress M	-	-	M	C	SS	RU	ST/SG/SER.E/511	   88.6 	     193	     244	 51.7 	S	TsUP	-	-
S30323	2007-003A	Beidou-1D	2007 Feb  2 	2007 Apr	2009 Feb 18	2009 Feb 18	-	Beidou-1	-	-	M	D	NAV	CN	ST/SG/SER.E/566	-	-	-	-	S	Xian?	-	-
S30580	2007-004A	THEMIS A	2007 Feb 17 	2023 Feb  6	*	*	-	MIDEX	-	-	M	C	SCI	US	ST/SG/SER.E/524	 1870.0 	     470	   87337	 16.0 	S	UCB	P/F*	Magnetosphere study
S30581	2007-004B	THEMIS B	2007 Feb 17 	2023 Feb  6	*	*	E	MIDEX	-	-	M	C	SCI/PLAN	US	ST/SG/SER.E/524	 1870.0 	     477	   87334	 16.0 	S	UCB	P/F*	Magnetosphere, lunar orbit
S30582	2007-004C	THEMIS C	2007 Feb 17 	2023 Feb  6	*	*	E	MIDEX	-	-	M	C	SCI/PLAN	US	ST/SG/SER.E/524	 1869.0 	     470	   87301	 16.0 	S	UCB	P/F*	Magnetosphere, lunar orbit
S30586	2007-005A	2007-005A	2007 Feb 24 	2010 Aug 23	2010 Aug 23	2010 Aug 23	-	IGS	-	-	M	D	IMG-R	J	ST/SG/SER.E/552	   94.0 	     485	     502	 97.3 	S	JAXA	-	-
S30587	2007-005B	2007-005B	2007 Feb 24 	2007 Mar	2011?	2011?	-	IGS	-	-	M	D	IMG	J	ST/SG/SER.E/552	   94.0 	     479	     506	 97.3 	S	JAXA	-	-
S30772	2007-006A	OE(ASTRO)	2007 Mar  9 	2007 Jul 22	2007 Jul 22	2007 Jul 22	-	STP2	-	-	M	D	TECH	US	ST/SG/SER.E/524	   94.7 	     501	     510	 46.0 	S	-	-	-
S30773	2007-006B	MidSTAR 1	2007 Mar  9 	2009 Apr	2009 Apr	2009 Apr	-	USNA	-	-	-	D	TECH	US	ST/SG/SER.E/524	   94.6 	     501	     512	 46.0 	S	-	-	-
S30774	2007-006C	OE(NEXTSAT)	2007 Mar  9 	2007 Jul 21	2007 Jul 21	2007 Jul 21	-	STP2	-	-	-	D	TECH	US	ST/SG/SER.E/524	   94.5 	     503	     511	 46.0 	S	-	-	-
S30775	2007-006D	STPSat 1	2007 Mar  9 	2009 Mar	2009 Oct	2009 Oct	-	STPSAT	-	-	-	D	TECH	US	ST/SG/SER.E/524	   95.9 	     561	     570	 35.4 	S	-	ATM/ION	Earth limb OH resonance
S30776	2007-006E	FalconSat 3	2007 Mar  9 	2023 Jan 20	2023 Jan 20	2023 Jan 20	-	STP2	-	-	-	D	TECH	US	ST/SG/SER.E/524	   95.9 	     561	     570	 35.4 	S	-	-	-
S30777	2007-006F	CFESat	2007 Mar  9 	2015 Mar	2015 Mar?	2016?	-	STP2	-	-	-	D	TECH	US	ST/SG/SER.E/524	   95.7 	     547	     562	 35.7 	S	-	-	-
S30793	2007-007A	Insat 4B	2007 Mar 11 	2022 Jan 28	2022 Jan 20	2022 Jan 28	-	Insat	-	-	M	C	COM	IN	ST/SG/SER.E/512	-	-	-	-	S	Hassan	-	-
S30794	2007-007B	Skynet 5A	2007 Mar 11 	2023 Feb  6	*	*	-	Skynet	-	-	M	D	COM	UK	ST/SG/SER.E/519	 1436.0 	   35779	   35794	  0.1 	S	-	-	-
S30797	2007-004D	THEMIS D	2007 Feb 17 	2023 Feb  6	*	*	-	MIDEX	-	-	M	C	SCI	US	ST/SG/SER.E/524	 1867.0 	     531	   87183	 15.7 	S	UCB	P/F*	Magnetosphere study
S30798	2007-004E	THEMIS E	2007 Feb 17 	2023 Feb  6	*	*	-	MIDEX	-	-	M	C	SCI	US	ST/SG/SER.E/524	 1874.0 	     527	   87442	 15.7 	S	UCB	P/F*	Magnetosphere study
S31100	2007-008A	Soyuz TMA-10	2007 Apr  7 	2007 Oct 21	2007 Oct 21	2007 Oct 21 1036	-	7K-STMA	-	-	M	C	SS	RU	ST/SG/SER.E/517	   88.8 	     199	     260	 51.7 	S	TsUP	-	-
S31102	2007-009A	Anik F3	2007 Apr  9 	2023 Feb  6	*	*	-	Anik F	-	-	M	B	COM	CA	ST/SG/SER.E/540	-	-	-	  0.0 	S	-	-	-
S31113	2007-010A	Haiyang-1B	2007 Apr 11 	2015	2015?	2018?	-	HY-1	-	-	M	C	IMG	CN	ST/SG/SER.E/566	  100.0 	     800	     800	 98.0 	S	-	-	-
S31115	2007-011A	Beidou-2 exper.	2007 Apr 13 	2013 Sep  5	2013 Sep  5	2013 Sep  5	-	Beidou-2M	-	-	M	D	NAV	CN	ST/SG/SER.E/566	  377.0 	   25000	   25000	 55.0 	S	Xian?	-	-
S31117	2007-012A	MisrSat 1	2007 Apr 17 	2010 Jul	2010 Jul	2010 Jul	-	Egyptsat	-	-	M	C	IMG	EG	A/AC.105/INF.416	   98.0 	     657	     667	 98.1 	S	-	-	-
S31118	2007-012B	SaudiSAT 3	2007 Apr 17 	2018	2019?	2019?	-	Saudisat	-	-	-	C	IMG	SA	A/AC.105/INF.418	   98.1 	     663	     686	 98.0 	S	-	-	-
S31119	2007-012C	SaudiCOMSAT 7	2007 Apr 17 	2012	2018?	2018?	-	Saudicom	-	-	-	C	COM	SA	A/AC.105/INF.418	   98.7 	     658	     747	 98.0 	S	-	-	-
S31121	2007-012E	SaudiCOMSAT 6	2007 Apr 17 	2012	2018?	2018?	-	Saudicom	-	-	-	C	COM	SA	A/AC.105/INF.418	   98.9 	     655	     769	 98.0 	S	-	-	-
S31122	2007-012F	CSTB 1	2007 Apr 17 	2009 Mar	2009 Nov	2009 Nov	-	Boeing Cube	-	-	-	B	TECH	US	ST/SG/SER.E/524	   99.0 	     648	     771	 98.1 	S	-	-	-
S31124	2007-012H	SaudiCOMSAT 5	2007 Apr 17 	2012	2018?	2018?	-	Saudicom	-	-	-	C	COM	SA	A/AC.105/INF.418	   98.6 	     659	     736	 98.0 	S	-	-	-
S31125	2007-012J	SaudiCOMSAT 3	2007 Apr 17 	2012	2018?	2018?	-	Saudicom	-	-	-	C	COM	SA	A/AC.105/INF.418	   98.5 	     660	     725	 98.0 	S	-	-	-
S31126	2007-012K	MAST	2007 Apr 17 	2007 May 14	2007 May 14	2007 May 14	-	TUI	-	-	-	B	TECH	US	ST/SG/SER.E/524	   99.0 	     663	     738	 98.1 	S	-	-	-
S31127	2007-012L	SaudiCOMSAT 4	2007 Apr 17 	2012	2018?	2018?	-	Saudicom	-	-	-	C	COM	SA	A/AC.105/INF.418	   98.8 	     657	     758	 98.0 	S	-	-	-
S31128	2007-012M	[Libertad]	2007 Apr 17 	2007 May	2007 May 21	2007 May 21	-	Arboleda	-	-	-	A	TECH	[CO]	-	-	-	-	-	S	-	-	-
S31129	2007-012N	CP 3	2007 Apr 17 	2007 Sep?	2007 Sep?	2007 Sep?	-	CP	-	-	-	A	TECH	US	ST/SG/SER.E/524	   98.8 	     644	     766	 98.1 	S	-	-	-
S31130	2007-012P	CAPE 1	2007 Apr 17 	2023 Feb	2010?	*	-	ULALA	-	-	-	A	TECH	US	ST/SG/SER.E/524	   99.1 	     648	     793	 98.1 	S	-	-	-
S31132	2007-012Q	CP 4	2007 Apr 17 	2007 Sep?	2007 Sep?	2007 Sep?	-	CP	-	-	-	A	TECH	US	ST/SG/SER.E/524	   99.0 	     649	     770	 98.1 	S	-	-	-
S31133	2007-012R	AeroCube 2	2007 Apr 17 	2007 Apr 18	2007 Apr 18	2007 Apr 18	-	Aerocube	-	-	-	D	TECH	US	ST/SG/SER.E/524	   99.0 	     649	     770	 98.1 	F	-	-	-
S31135	2007-013A	AGILE	2007 Apr 23 	2023 Feb	*	*	-	ASI	-	-	-	C	AST	I	ST/SG/SER.E/538	   95.1 	     536	     552	  2.5 	S	Fucino	XRA/GRA*	Hard X/gamma ray observatory
S31140	2007-014A	NFIRE	2007 Apr 24 	2015 Aug  3	2015 Aug  3	2015 Aug  3	-	NFIRE	-	-	M	D	TECH	US	ST/SG/SER.E/524	   99.0 	     261	     481	 48.2 	S	-	-	-
S31304	2007-015A	AIM	2007 Apr 25 	2023 Feb	2023 Mar 16	2023 Mar 16	-	SMEX	-	-	-	C	SCI	US	ST/SG/SER.E/524	   99.0 	     597	     612	 96.5 	S	-	ATM	Mesospheric clouds
S31306	2007-016A	ASTRA 1L	2007 May  5 	2023 Feb  5	*	*	-	Astra	-	-	M	B	COM	L	A/AC.105/INF.414	 1436.4 	   35752	   35820	  0.1 	S	-	-	-
S31307	2007-016B	Galaxy 17	2007 May  5 	2023 Feb  5	*	*	-	Galaxy	-	-	M	B	COM	US*	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S31393	2007-017A	Progress M-60	2007 May 12 	2007 Sep 25	2007 Sep 25	2007 Sep 25	-	Progress M	-	-	M	C	SS	RU	ST/SG/SER.E/520	   88.7 	     183	     262	 51.6 	S	TsUP	-	-
S31395	2007-018A	Nigcomsat 1	2007 May 13 	2008 Nov 12	2008 Nov 12?	2008 Nov 12?	-	NigCom	-	-	M	C	COM	CN*	ST/SG/SER.E/566	-	-	-	-	S	-	-	-
S31490	2007-019A	YG-2	2007 May 24 	2020 Feb  1	2011?	2011?	Z	JB-6	-	-	M	D	IMG-R	CN	ST/SG/SER.E/566	  100.0 	     800	     800	 98.0 	S	-	-	-
S31571	2007-020A	Globalstar M065	2007 May 29 	2023 Feb	*	*	-	Globalstar	-	-	M	B	COM	US	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S31573	2007-020C	Globalstar M069	2007 May 29 	2023 Feb	*	*	-	Globalstar	-	-	M	B	COM	US	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S31574	2007-020D	Globalstar M072	2007 May 29 	2023 Feb	*	*	-	Globalstar	-	-	M	B	COM	US	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S31576	2007-020F	Globalstar M071	2007 May 29 	2023 Feb	*	*	-	Globalstar	-	-	M	B	COM	US	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S31577	2007-021A	Xinnuo-3	2007 May 31 	2014 Jun	2014 Nov	2014 Nov	-	Sinosat	-	-	M	B	COM	CN	ST/SG/SER.E/566	-	-	-	-	S	-	-	-
S31595	2007-022A	Cosmos-2427	2007 Jun  7 	2007 Aug 22	2007 Aug 22	2007 Aug 22 1745?	-	Kobal't-M	-	-	M	D	IMG	RU	ST/SG/SER.E/520	   89.6 	     178	     364	 67.2 	S	Gol-2	-	-
S31598	2007-023A	COSMO-SkyMed 1	2007 Jun  8 	2023 Feb	*	*	-	COSMO	-	-	-	D	IMG-R	I	ST/SG/SER.E/538	   97.2 	     621	     624	 97.9 	S	-	-	-
S31600	2007-024A	STS-117	2007 Jun  8 	2007 Jun 22	2007 Jun 22	2007 Jun 22 1949	-	STS	-	-	M	C	SS	US	ST/SG/SER.E/524	   88.4 	     157	     232	 51.6 	S	JSC	-	-
S31601	2007-025A	[Ofeq 7]	2007 Jun 10 	2022 Dec	*	*	-	Ofeq	-	-	M	D	IMG	[IL]	-	-	-	-	-	S	IAI/MBT	-	-
S31698	2007-026A	TerraSAR-X	2007 Jun 15 	2023 Feb	*	*	-	TerraSAR	-	-	M	CB	IMG-R	D	ST/SG/SER.E/526	   95.0 	     515	     515	 98.0 	S	GSCC	-	-
S31701	2007-027A	USA 194	2007 Jun 15 	2023 Feb	*	*	-	NOSS3	-	-	M	D	SIG*	US	ST/SG/SER.E/524	  101.5 	     714	     953	 63.3 	S	NAVSOC	-	-
S31708	2007-027C	USA 194 debris	2007 Jun 15 	2023 Feb	*	*	-	NOSS3	-	-	M	D	SIG*	US	ST/SG/SER.E/524	  101.5 	     714	     953	 63.3 	S	NAVSOC	-	-
S31789	2007-028A	Genesis 2	2007 Jun 28 	2009 Dec?	2009 Dec?	2009 Dec?	-	Bigelow	-	-	-	B	SS	US	ST/SG/SER.E/524	   95.8 	     549	     575	 64.5 	S	LasVegas	-	-
S31792	2007-029A	Cosmos-2428	2007 Jun 29 	2007 Jul	2020?	2020?	-	Tselina-2	-	-	-	D	SIG	RU	ST/SG/SER.E/520	-	-	-	-	S	Gol-2	-	-
S31797	2007-030A	SAR-Lupe SL 2	2007 Jul  2 	2023 Feb	*	*	-	SAR-Lupe	-	-	M	D	IMG-R	D	ST/SG/SER.E/569	   94.4 	     474	     524	 98.2 	S	GSCC	-	-
S31800	2007-031A	Zhongxing-6B	2007 Jul  5 	2023 Feb  5	*	*	-	ZX	-	-	M	C	COM	CN	ST/SG/SER.E/566	-	-	-	-	S	CAST/Beijing?	-	-
S31862	2007-032A	DirecTV 10	2007 Jul  7 	2023 Feb  6	*	*	-	DirecTV	-	-	M	B	COM	US	ST/SG/SER.E/524	  635.8 	     415	   35815	 45.5 	S	-	-	-
S32001	2007-033A	Progress M-61	2007 Aug  2 	2008 Jan 22	2008 Jan 22	2008 Jan 22	-	Progress M	-	-	M	C	SS	RU	ST/SG/SER.E/523	   88.8 	     191	     268	 51.6 	S	TsUP	-	-
S32003	2007-034A	Phoenix	2007 Aug  4 	2008 Nov  2	2008 Nov  2	2008 Nov  2	-	Mars Scout	-	-	M	C	PLAN	US	ST/SG/SER.E/524	   87.8 	     170	     170	 28.5 	S	JPL/LMA	PL	Mars lander
S32008	2007-035A	STS-118	2007 Aug  8 	2007 Aug 21	2007 Aug 21	2007 Aug 21 1632	-	STS	-	-	M	C	SS	US	ST/SG/SER.E/524	   90.0 	     230	     318	 51.6 	S	JSC	-	-
S32018	2007-036A	Spaceway 3	2007 Aug 14 	2023 Feb  5	*	*	-	Spaceway	-	-	M	B	COM	US	ST/SG/SER.E/524	  631.4 	     278	   35725	  1.9 	S	-	-	-
S32019	2007-036B	BSAT-3a	2007 Aug 14 	2023 Feb  5	*	*	-	BSAT	-	-	M	B	COM	J	ST/SG/SER.E/533	 1436.0 	   35771	   35802	  0.1 	S	Kawaguchi	-	-
S32050	2007-037A	INSAT-4CR	2007 Sep  2 	2020 Nov 23	2020 Nov 23	2020 Nov 27	-	INSAT	-	-	M	C	COM	IN	ST/SG/SER.E/525	-	-	-	-	S	-	-	-
S32052	2007-038A	Cosmos-2429	2007 Sep 11 	2008	2015?	2015?	-	Parus	PD	-	-	D	NAV	RU	ST/SG/SER.E/529	  104.8 	     983	    1020	 83.0 	S	-	-	-
S32054	2007-039A	SELENE "Kaguya"	2007 Sep 14 	2009 Jun 10	2009 Jun 10	2009 Jun 10	-	JAXA Plan	-	-	M	C	PLAN	J	ST/SG/SER.E/533	 7103.0 	     282	  231910	 30.0 	S	-	PL	Lunar orbiter
S32055	2007-039B	RSTAR "Okina"	2007 Sep 14 	2009 Feb 12	2009 Feb 12	2009 Feb 12	-	JAXA PlanSS	-	-	-	C	PLAN	J	ST/SG/SER.E/539	 7103.0 	     282	  231910	 30.0 	S	-	PL	Lunar gravity field
S32056	2007-039C	VSTAR "Ouna"	2007 Sep 14 	2009 Jun 29	2009 Jun 29	2009 Jun 29	-	JAXA PlanSS	-	-	-	C	PLAN	J	ST/SG/SER.E/539	 7103.0 	     282	  231910	 30.0 	S	-	PL	Lunar gravity field
S32058	2007-040A	Foton-M No. 3	2007 Sep 14 	2007 Sep 26	2007 Sep 26	2007 Sep 26 0758	-	Foton	-	-	M	C	MGRAV	RU	ST/SG/SER.E/529	   89.9 	     263	     302	 63.0 	S	-	-	-
S32060	2007-041A	WorldView 1	2007 Sep 18 	2023 Feb	*	*	-	DGLO	-	-	M	B	IMG	US	ST/SG/SER.E/524	   91.2 	     215	     508	112.3 	S	-	-	-
S32062	2007-042A	CBERS-2B	2007 Sep 19 	2022 Aug	2010 May 10	*	Z	ZY1	-	-	M	C	IMG	CN	ST/SG/SER.E/566	  100.0 	     740	     750	 98.0 	S	Xian	-	-
S32249	2007-043A	Dawn	2007 Sep 27 	2018 Oct 30	2018 Oct 30	2018 Oct 30	-	Discovery	-	-	M	C	PLAN	US	ST/SG/SER.E/524	  540.3 	    8209	   22988	 28.6 	S	JPL	PL	Asteroid probe
S32252	2007-044A	Optus D2	2007 Oct  5 	2023 Feb  5	*	*	-	Optus	-	-	M	B	COM	AU	ST/SG/SER.E/527	 1436.1 	   35780	   35780	  0.0 	S	-	-	-
S32253	2007-044B	Intelsat 11	2007 Oct  5 	2023 Feb  5	*	*	-	IntIS	-	-	M	B	COM	US*	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S32256	2007-045A	Soyuz TMA-11	2007 Oct 10 	2008 Apr 19	2008 Apr 19	2008 Apr 19 0829?	-	7K-STMA	-	-	M	C	SS	RU	ST/SG/SER.E/530	   88.7 	     200	     250	 51.6 	S	TsUP	-	-
S32258	2007-046A	WGS F1 (USA 195)	2007 Oct 11 	2023 Feb  5	*	*	-	WGS	-	-	M	D	COM	US	ST/SG/SER.E/534	 1306.7 	     392	   65303	 20.5 	S	-	-	-
S32260	2007-047A	Navstar 60 (USA 196)	2007 Oct 17 	2023 Feb  5	*	*	-	GPS IIRM	-	-	M	D	NAV	US	ST/SG/SER.E/534	  355.1 	     205	   20265	 40.0 	S	CSOC/Schriever	-	Global Positioning System navigation satellite.
S32263	2007-048A	Globalstar M067	2007 Oct 20 	2017 May  5	2017 May  5	2017 May  5	-	Globalstar	-	-	M	B	COM	US	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S32264	2007-048B	Globalstar M070	2007 Oct 20 	2023 Feb	*	*	-	Globalstar	-	-	M	B	COM	US	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S32265	2007-048C	Globalstar M066	2007 Oct 20 	2023 Feb	*	*	-	Globalstar	-	-	M	B	COM	US	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S32266	2007-048D	Globalstar M068	2007 Oct 20 	2012 May  3	2012 May?	2012 May  3	-	Globalstar	-	-	M	B	COM	US	ST/SG/SER.E/688	-	-	-	-	S	-	-	-
S32268	2007-049A	Cosmos-2430	2007 Oct 23 	2012 Apr	2012 May?	2012 May?	-	Oko E	-	-	M	D	EW	RU	ST/SG/SER.E/530	  704.0 	     552	   39154	 62.8 	S	Titov	-	-
S32272	2007-050A	STS-120	2007 Oct 23 	2007 Nov  7	2007 Nov  7	2007 Nov  7 1801	-	STS	-	-	M	C	SS	US	ST/SG/SER.E/534	   91.4 	     345	     349	 51.6 	S	JSC	-	-
S32273	2007-051A	Chang'e-1	2007 Oct 24 	2009 Mar  1	2009 Mar  1	2009 Mar  1	-	Chang'e	-	-	M	C	PLAN	CN	ST/SG/SER.E/566	-	-	-	-	S	-	PL	Lunar orbiter
S32275	2007-052A	Cosmos-2431	2007 Oct 26 	2010 Jan 21	2010 Nov 29	2011 Oct 20	-	Uragan-M	-	-	M	D	NAV	RU	ST/SG/SER.E/530	  674.8 	   19086	   19132	 64.9 	S	-	-	-
S32276	2007-052B	Cosmos-2432	2007 Oct 26 	2023 Feb  5	*	*	-	Uragan-M	-	-	M	D	NAV	RU	ST/SG/SER.E/530	  674.8 	   19086	   19132	 64.9 	S	-	-	-
S32277	2007-052C	Cosmos-2433	2007 Oct 26 	2023 Feb  5	*	*	-	Uragan-M	-	-	M	D	NAV	RU	ST/SG/SER.E/530	  674.8 	   19086	   19132	 64.9 	S	-	-	-
S32283	2007-053A	SAR-Lupe SL3	2007 Nov  1 	2023 Jan?	*	*	-	SAR-Lupe	-	-	M	D	IMG-R	D	ST/SG/SER.E/526	   94.1 	     472	     494	 98.2 	S	GSOC	-	-
S32287	2007-054A	USA 197	2007 Nov 11 	2008 Dec?	2008 Dec?	2008 Dec?	-	DSP-14	-	-	M	D	EW	US	ST/SG/SER.E/534	  655.5 	     918	   36319	 26.6 	S	-	-	-
S32289	2007-055A	YG-3	2007 Nov 11 	2008	2011?	2011?	-	JB-5	-	-	M	D	IMG-R	CN	ST/SG/SER.E/566	   97.0 	     600	     600	 98.0 	S	-	-	-
